sample_id,timestamp,orp_mV,ec_uScm,tds_mgL,turbidity_NTU,temp_C,pH,do_mgL,class
238,2026-01-01 19:45:00,167.95,411.24,184.24,22.43,27.22,7.71,6.77,Normal
757,2026-01-03 15:00:00,120.21,21.55,13.77,49.33,30.87,8.68,4.55,Caution
417,2026-01-02 10:40:00,348.88,315.33,164.29,19.57,27.51,6.71,7.69,Normal
481,2026-01-02 16:00:00,326.56,86.65,42.21,12.28,29.02,6.94,6.75,Normal
1648,2026-01-06 17:15:00,28.59,14.97,7.31,103.88,21.54,9.27,10.71,Warning
728,2026-01-03 12:35:00,433.24,46.1,18.05,37.17,30.81,6.44,9.15,Caution
298,2026-01-02 00:45:00,161.22,386.63,218.3,2.72,28.81,6.59,8.95,Normal
910,2026-01-04 03:45:00,147.28,884.16,543.81,30.05,23.8,6.45,4.9,Caution
2073,2026-01-08 04:40:00,844.8,3.67,5.29,332.94,37.48,9.89,15.31,Severe
14,2026-01-01 01:05:00,218.06,93.38,41.89,22.66,28.58,8.06,6.8,Normal
894,2026-01-04 02:25:00,431.84,777.04,472.19,41.48,31.4,8.57,9.25,Caution
297,2026-01-02 00:40:00,323.46,431.45,206.86,6.7,28.01,8.24,5.54,Normal
1407,2026-01-05 21:10:00,-11.01,11.88,1.56,143.64,33.45,5.95,10.99,Warning
1842,2026-01-07 09:25:00,-176.76,2122.25,1213.17,492.75,36.74,4.8,1.27,Severe
1230,2026-01-05 06:25:00,414.67,33.88,19.87,28.94,23.11,6.21,9.42,Caution
1926,2026-01-07 16:25:00,810.17,4810.97,2199.22,451.31,36.51,10.46,0.74,Severe
343,2026-01-02 04:30:00,206.32,375.81,174.71,21.1,27.49,6.87,5.13,Normal
1338,2026-01-05 15:25:00,632.09,12.15,15.09,50.01,33.31,9.41,10.36,Warning
1481,2026-01-06 03:20:00,-49.93,13.63,8.79,88.13,22.51,6.0,11.45,Warning
1191,2026-01-05 03:10:00,115.97,34.23,18.8,36.37,24.23,8.89,9.92,Caution
1661,2026-01-06 18:20:00,513.33,1100.76,614.03,84.7,22.03,9.41,3.86,Warning
906,2026-01-04 03:25:00,436.27,40.64,23.07,37.84,30.43,8.61,4.62,Caution
887,2026-01-04 01:50:00,95.78,955.43,532.17,44.67,30.18,8.72,4.51,Caution
603,2026-01-03 02:10:00,168.42,54.84,26.13,3.95,26.66,7.98,8.31,Normal
1450,2026-01-06 00:45:00,545.63,1578.94,945.77,142.7,22.8,5.81,10.82,Warning
509,2026-01-02 18:20:00,285.04,465.45,272.49,13.94,28.65,7.05,6.24,Normal
737,2026-01-03 13:20:00,50.39,40.68,26.4,39.05,23.19,8.71,9.04,Caution
1432,2026-01-05 23:15:00,-4.62,1647.07,1030.74,125.6,32.25,5.86,2.89,Warning
1324,2026-01-05 14:15:00,641.88,11.02,5.81,138.0,33.45,9.05,11.24,Warning
1951,2026-01-07 18:30:00,680.0,6.16,0.0,326.15,16.3,10.37,13.54,Severe
317,2026-01-02 02:20:00,277.43,278.24,144.1,11.49,26.89,8.06,5.05,Normal
941,2026-01-04 06:20:00,437.07,46.84,17.21,32.9,23.24,8.88,4.67,Caution
106,2026-01-01 08:45:00,320.65,117.22,64.12,24.08,29.45,6.69,6.58,Normal
1095,2026-01-04 19:10:00,468.08,26.15,14.6,46.94,31.59,8.52,4.08,Caution
122,2026-01-01 10:05:00,302.03,259.26,145.99,10.61,29.58,6.74,6.29,Normal
2061,2026-01-08 03:40:00,-234.54,2945.02,1763.58,569.88,16.45,5.35,13.42,Severe
1904,2026-01-07 14:35:00,757.17,4.1,3.42,211.71,34.24,5.06,13.96,Severe
1819,2026-01-07 07:30:00,-223.1,3200.6,1474.55,200.45,17.71,10.28,1.08,Severe
1390,2026-01-05 19:45:00,604.46,19.31,0.45,112.15,20.36,5.5,2.26,Warning
1305,2026-01-05 12:40:00,464.19,575.88,272.64,34.7,24.65,8.88,9.38,Caution
1395,2026-01-05 20:10:00,519.63,1828.05,1128.91,85.1,21.46,9.31,2.71,Warning
116,2026-01-01 09:35:00,362.98,312.9,149.72,18.64,26.27,6.83,5.64,Normal
77,2026-01-01 06:20:00,333.44,387.49,174.04,9.32,29.92,8.44,6.15,Normal
1784,2026-01-07 04:35:00,547.13,1838.64,1013.03,57.57,22.59,9.3,10.06,Warning
508,2026-01-02 18:15:00,312.3,308.29,159.59,4.75,25.15,6.85,6.63,Normal
1406,2026-01-05 21:05:00,538.92,1412.77,741.2,92.03,22.48,5.5,2.0,Warning
1897,2026-01-07 14:00:00,655.27,7.09,6.34,355.2,16.12,5.17,1.14,Severe
2130,2026-01-08 09:25:00,-195.0,8.06,8.23,519.18,36.84,10.01,1.4,Severe
1447,2026-01-06 00:30:00,514.93,12.15,0.0,50.67,32.33,5.73,3.89,Warning
696,2026-01-03 09:55:00,465.05,661.27,341.31,47.66,24.78,8.53,4.8,Caution
1413,2026-01-05 21:40:00,579.47,1310.05,670.05,106.43,32.44,9.45,3.9,Warning
423,2026-01-02 11:10:00,335.11,467.12,217.57,2.79,29.87,7.9,5.11,Normal
1841,2026-01-07 09:20:00,-171.73,4501.05,2724.76,203.99,37.9,4.77,12.88,Severe
1055,2026-01-04 15:50:00,418.62,22.2,11.91,39.78,31.16,8.6,9.57,Caution
1445,2026-01-06 00:20:00,592.15,18.71,18.13,62.97,32.6,9.2,10.97,Warning
1588,2026-01-06 12:15:00,-22.71,15.69,2.18,64.5,22.77,5.77,2.88,Warning
384,2026-01-02 07:55:00,314.83,401.41,201.48,19.26,26.11,7.03,5.46,Normal
1538,2026-01-06 08:05:00,15.45,11.98,0.0,77.7,22.32,5.96,11.83,Warning
1852,2026-01-07 10:15:00,892.09,2.66,1.54,497.88,17.15,9.65,13.97,Severe
1811,2026-01-07 06:50:00,740.73,2.91,1.37,583.29,36.5,9.73,12.57,Severe
1282,2026-01-05 10:45:00,410.12,711.64,356.94,36.43,23.51,6.08,4.38,Caution
434,2026-01-02 12:05:00,359.58,303.34,179.76,17.8,27.21,7.63,7.82,Normal
999,2026-01-04 11:10:00,486.75,705.14,307.87,43.68,23.53,8.72,9.22,Caution
1229,2026-01-05 06:20:00,432.62,40.9,21.19,37.91,23.44,8.75,4.18,Caution
1837,2026-01-07 09:00:00,-159.21,9.3,6.64,482.07,36.89,4.68,15.54,Severe
1388,2026-01-05 19:35:00,-26.8,11.77,5.26,118.94,33.21,5.7,3.97,Warning
1212,2026-01-05 04:55:00,482.76,794.2,465.85,25.22,31.44,6.13,4.25,Caution
1792,2026-01-07 05:15:00,-138.28,2010.95,1209.92,277.04,34.47,5.12,1.37,Severe
944,2026-01-04 06:35:00,66.37,783.26,387.88,41.8,23.22,6.34,9.4,Caution
1910,2026-01-07 15:05:00,-148.3,4960.55,2640.69,253.3,17.01,10.25,1.94,Severe
1058,2026-01-04 16:05:00,58.86,993.03,541.77,48.85,31.71,6.46,4.24,Caution
1946,2026-01-07 18:05:00,-93.21,2197.62,1222.54,424.48,36.32,4.85,12.64,Severe
409,2026-01-02 10:00:00,218.91,92.4,53.08,5.58,28.32,6.71,5.13,Normal
1352,2026-01-05 16:35:00,16.65,10.1,0.0,128.7,33.91,9.17,10.88,Warning
1180,2026-01-05 02:15:00,464.9,40.72,25.91,38.16,30.37,6.48,4.43,Caution
369,2026-01-02 06:40:00,378.51,408.77,200.19,24.28,25.06,6.81,5.99,Normal
1600,2026-01-06 13:15:00,30.83,1294.31,612.14,108.16,22.88,9.4,3.78,Warning
1944,2026-01-07 17:55:00,676.82,2339.95,980.94,330.13,15.63,5.36,12.56,Severe
64,2026-01-01 05:15:00,360.5,75.01,37.22,7.73,25.58,7.49,5.29,Normal
1458,2026-01-06 01:25:00,586.5,16.21,18.73,102.34,33.72,9.28,10.88,Warning
1448,2026-01-06 00:35:00,-27.0,17.95,1.44,112.33,22.22,9.07,2.81,Warning
1006,2026-01-04 11:45:00,414.13,30.96,27.91,35.7,23.77,8.99,4.88,Caution
1360,2026-01-05 17:15:00,-26.72,12.95,10.17,59.51,33.04,5.58,3.47,Warning
597,2026-01-03 01:40:00,184.21,358.05,164.3,12.79,26.59,8.24,8.0,Normal
2152,2026-01-08 11:15:00,864.61,3.5,0.0,473.87,18.08,4.72,12.23,Severe
1888,2026-01-07 13:15:00,-229.76,3.98,0.0,573.56,18.59,4.79,0.77,Severe
1104,2026-01-04 19:55:00,142.57,24.86,8.19,46.98,31.99,8.64,4.21,Caution
1999,2026-01-07 22:30:00,789.39,2761.88,1746.51,576.57,16.68,9.65,12.52,Severe
2142,2026-01-08 10:25:00,879.07,4866.98,2485.0,178.06,15.53,10.02,12.22,Severe
1262,2026-01-05 09:05:00,70.27,873.14,447.36,30.0,30.54,6.42,4.6,Caution
206,2026-01-01 17:05:00,376.9,411.22,207.25,7.38,26.45,7.43,8.18,Normal
694,2026-01-03 09:45:00,441.45,951.93,460.75,45.98,23.13,6.41,4.76,Caution
1500,2026-01-06 04:55:00,39.47,1900.44,876.79,127.75,32.12,5.87,11.58,Warning
1866,2026-01-07 11:25:00,-147.81,4786.98,3065.98,268.27,15.49,10.4,1.3,Severe
857,2026-01-03 23:20:00,69.78,34.89,10.44,43.72,23.92,6.44,4.11,Caution
2033,2026-01-08 01:20:00,804.63,2207.09,1081.71,466.52,16.19,5.1,1.4,Severe
1636,2026-01-06 16:15:00,4.88,14.5,4.99,112.49,20.91,9.45,3.48,Warning
24,2026-01-01 01:55:00,173.62,386.06,235.49,7.3,28.31,8.04,6.49,Normal
1793,2026-01-07 05:20:00,-60.62,4.04,0.0,162.72,18.26,4.94,14.49,Severe
545,2026-01-02 21:20:00,278.01,124.53,69.49,15.17,26.42,7.36,5.48,Normal
650,2026-01-03 06:05:00,76.13,33.82,16.11,41.33,30.28,6.22,9.29,Caution
199,2026-01-01 16:30:00,387.32,231.3,131.96,21.02,25.98,6.84,5.23,Normal
50,2026-01-01 04:05:00,223.84,256.35,133.52,11.62,27.27,6.52,8.3,Normal
174,2026-01-01 14:25:00,179.38,76.92,35.13,21.03,29.68,6.59,8.35,Normal
1304,2026-01-05 12:35:00,67.64,663.71,417.29,45.02,23.17,8.65,9.87,Caution
451,2026-01-02 13:30:00,230.15,483.93,252.98,15.92,26.83,7.89,5.64,Normal
995,2026-01-04 10:50:00,137.97,25.16,20.59,37.27,31.55,6.01,4.3,Caution
1011,2026-01-04 12:10:00,80.76,27.94,20.75,35.22,23.28,6.06,9.61,Caution
1365,2026-01-05 17:40:00,-23.04,10.28,8.63,96.9,21.81,5.66,3.1,Warning
1520,2026-01-06 06:35:00,-18.74,1632.38,932.84,87.87,33.48,9.14,11.86,Warning
745,2026-01-03 14:00:00,403.72,25.01,11.73,27.28,31.13,8.92,9.18,Caution
72,2026-01-01 05:55:00,276.2,459.3,273.36,15.09,28.84,7.47,8.41,Normal
428,2026-01-02 11:35:00,168.99,302.87,155.48,8.89,29.92,7.62,5.99,Normal
1883,2026-01-07 12:50:00,740.15,4155.45,2185.69,185.75,17.31,10.4,0.58,Severe
439,2026-01-02 12:30:00,177.41,221.42,124.32,13.14,27.6,8.03,8.47,Normal
917,2026-01-04 04:20:00,457.71,41.29,19.98,47.05,31.41,6.45,9.59,Caution
487,2026-01-02 16:30:00,353.23,446.55,271.49,14.13,26.87,7.56,7.67,Normal
837,2026-01-03 21:40:00,478.71,800.72,388.84,45.38,30.35,8.52,4.51,Caution
2086,2026-01-08 05:45:00,696.26,2852.07,1328.13,521.93,34.08,4.78,13.29,Severe
1138,2026-01-04 22:45:00,476.34,654.11,375.42,40.88,24.23,8.51,9.02,Caution
1090,2026-01-04 18:45:00,136.2,587.64,301.02,33.84,23.4,8.83,4.36,Caution
1641,2026-01-06 16:40:00,-48.46,17.33,11.6,114.97,32.34,9.27,3.62,Warning
1087,2026-01-04 18:30:00,455.31,694.91,316.38,34.46,30.37,6.11,9.21,Caution
612,2026-01-03 02:55:00,320.62,147.52,79.64,3.89,29.4,7.64,5.49,Normal
591,2026-01-03 01:10:00,202.36,151.54,80.79,19.7,25.66,6.6,7.55,Normal
257,2026-01-01 21:20:00,162.93,475.44,255.6,7.38,27.37,8.46,5.52,Normal
1606,2026-01-06 13:45:00,543.23,1597.92,784.27,136.65,32.8,9.11,11.67,Warning
562,2026-01-02 22:45:00,339.08,194.63,107.38,15.14,27.06,7.29,5.75,Normal
539,2026-01-02 20:50:00,200.39,297.93,174.27,2.41,28.09,7.6,5.24,Normal
446,2026-01-02 13:05:00,336.32,83.17,49.38,19.38,29.1,7.27,6.03,Normal
572,2026-01-02 23:35:00,310.94,447.6,236.48,6.65,27.53,8.04,8.65,Normal
1642,2026-01-06 16:45:00,538.27,19.73,5.93,58.59,20.84,9.4,3.89,Warning
21,2026-01-01 01:40:00,159.35,299.68,189.62,9.9,29.58,6.72,5.92,Normal
2021,2026-01-08 00:20:00,803.21,6.6,3.68,278.82,16.1,10.4,12.67,Severe
1673,2026-01-06 19:20:00,-27.25,12.1,11.48,50.31,32.71,9.36,3.44,Warning
382,2026-01-02 07:45:00,252.43,131.87,69.5,18.56,26.87,8.27,6.78,Normal
1234,2026-01-05 06:45:00,467.98,919.24,480.19,42.91,24.41,6.17,4.43,Caution
568,2026-01-02 23:15:00,342.44,375.85,240.59,1.59,26.25,7.85,7.98,Normal
1682,2026-01-06 20:05:00,36.95,1901.54,1077.34,134.14,20.76,5.68,10.3,Warning
850,2026-01-03 22:45:00,426.43,23.9,19.23,25.92,24.07,6.03,4.34,Caution
964,2026-01-04 08:15:00,460.86,824.82,492.26,44.98,31.1,6.25,9.74,Caution
465,2026-01-02 14:40:00,384.07,458.11,255.61,14.76,28.55,7.0,8.03,Normal
868,2026-01-04 00:15:00,88.36,824.2,452.39,49.4,23.26,6.25,9.27,Caution
1607,2026-01-06 13:50:00,-40.48,1607.81,770.2,82.69,22.2,5.77,2.91,Warning
1112,2026-01-04 20:35:00,79.77,29.78,10.27,46.52,24.72,8.66,9.36,Caution
1259,2026-01-05 08:50:00,64.57,43.16,22.49,35.43,31.2,6.11,9.66,Caution
1320,2026-01-05 13:55:00,-35.49,11.54,1.61,95.42,23.0,5.83,10.08,Warning
1717,2026-01-06 23:00:00,624.09,1741.37,1089.82,86.47,33.9,9.11,11.57,Warning
375,2026-01-02 07:10:00,177.69,85.78,42.96,19.02,28.87,6.67,7.36,Normal
271,2026-01-01 22:30:00,214.34,276.21,140.84,4.64,27.51,7.16,6.67,Normal
989,2026-01-04 10:20:00,496.26,656.62,392.97,46.59,31.65,6.44,4.59,Caution
1419,2026-01-05 22:10:00,506.2,1096.51,497.27,56.17,20.34,5.69,11.4,Warning
618,2026-01-03 03:25:00,210.75,212.41,103.26,18.15,26.18,6.96,8.43,Normal
2041,2026-01-08 02:00:00,-192.18,5.9,0.0,488.95,15.49,4.82,14.59,Severe
1932,2026-01-07 16:55:00,761.51,9.53,4.28,348.1,15.31,10.19,1.64,Severe
1728,2026-01-06 23:55:00,543.87,1224.32,628.39,101.25,21.52,6.0,11.77,Warning
430,2026-01-02 11:45:00,322.97,301.66,141.64,1.02,26.64,8.01,8.29,Normal
26,2026-01-01 02:05:00,185.97,56.27,30.03,6.51,29.86,8.05,7.0,Normal
1672,2026-01-06 19:15:00,512.54,11.02,13.39,145.94,33.32,9.37,2.73,Warning
1038,2026-01-04 14:25:00,460.12,38.72,16.24,26.18,31.04,6.23,9.06,Caution
1972,2026-01-07 20:15:00,-193.48,2319.46,1290.42,464.15,36.0,5.29,1.3,Severe
79,2026-01-01 06:30:00,355.65,66.64,25.46,9.94,29.01,7.61,8.7,Normal
367,2026-01-02 06:30:00,192.16,177.62,95.22,11.04,26.11,8.47,8.26,Normal
1957,2026-01-07 19:00:00,789.65,4761.4,2103.79,413.66,37.93,4.51,13.13,Severe
33,2026-01-01 02:40:00,298.61,115.78,58.06,20.79,25.53,8.13,5.27,Normal
1670,2026-01-06 19:05:00,606.25,10.85,9.17,76.22,22.94,9.44,2.07,Warning
1227,2026-01-05 06:10:00,83.49,929.9,489.41,28.73,24.38,6.01,9.35,Caution
671,2026-01-03 07:50:00,123.99,44.29,21.79,44.9,24.37,6.03,9.11,Caution
862,2026-01-03 23:45:00,98.01,637.29,403.18,35.61,23.92,6.41,4.39,Caution
1034,2026-01-04 14:05:00,456.05,702.25,366.01,26.99,23.98,6.24,4.1,Caution
760,2026-01-03 15:15:00,420.77,20.07,17.57,38.12,24.11,8.9,4.81,Caution
555,2026-01-02 22:10:00,313.35,347.2,180.07,13.67,29.21,6.54,8.89,Normal
164,2026-01-01 13:35:00,380.98,310.54,152.2,1.11,29.73,6.61,6.57,Normal
204,2026-01-01 16:55:00,310.56,360.68,194.33,24.59,27.4,7.32,8.45,Normal
860,2026-01-03 23:35:00,453.85,865.58,404.78,45.18,30.84,6.12,4.6,Caution
930,2026-01-04 05:25:00,142.46,47.12,25.91,37.98,24.34,6.31,9.85,Caution
479,2026-01-02 15:50:00,313.16,323.66,170.32,24.02,28.41,7.07,7.57,Normal
1113,2026-01-04 20:40:00,72.45,23.8,12.53,29.09,30.9,8.77,4.07,Caution
306,2026-01-02 01:25:00,330.05,338.7,198.64,19.97,27.93,7.67,7.63,Normal
994,2026-01-04 10:45:00,409.03,32.19,21.68,35.09,31.19,8.69,9.07,Caution
600,2026-01-03 01:55:00,276.93,473.27,224.69,11.27,27.59,7.66,7.72,Normal
2135,2026-01-08 09:50:00,-64.42,2.94,0.0,363.25,17.8,4.73,1.85,Severe
193,2026-01-01 16:00:00,266.87,226.43,145.92,6.78,26.8,6.98,5.71,Normal
1558,2026-01-06 09:45:00,609.83,1517.28,861.93,50.56,20.85,9.03,10.14,Warning
1631,2026-01-06 15:50:00,-22.45,1508.5,955.98,80.85,32.01,9.18,11.9,Warning
1799,2026-01-07 05:50:00,687.25,4.38,2.59,253.07,19.61,10.33,1.44,Severe
1460,2026-01-06 01:35:00,642.68,13.95,7.83,110.61,21.13,5.81,10.67,Warning
1562,2026-01-06 10:05:00,566.07,12.47,15.06,63.77,20.11,5.67,10.34,Warning
1415,2026-01-05 21:50:00,-27.19,1657.94,1092.67,115.58,32.02,5.6,10.87,Warning
1565,2026-01-06 10:20:00,514.9,1010.48,495.22,126.46,33.4,9.21,2.98,Warning
219,2026-01-01 18:10:00,352.94,207.3,94.07,14.89,26.01,7.78,8.55,Normal
622,2026-01-03 03:45:00,175.77,53.1,24.61,21.52,25.95,7.77,8.68,Normal
2118,2026-01-08 08:25:00,817.77,4787.3,2485.71,587.48,16.97,10.17,13.65,Severe
352,2026-01-02 05:15:00,163.51,480.14,295.57,24.54,26.44,8.35,7.72,Normal
1881,2026-01-07 12:40:00,-82.93,2184.76,1044.21,163.91,15.5,9.81,13.42,Severe
1072,2026-01-04 17:15:00,485.69,45.9,15.02,27.38,30.58,8.51,9.14,Caution
817,2026-01-03 20:00:00,490.16,764.29,396.0,47.25,31.73,8.7,9.74,Caution
638,2026-01-03 05:05:00,341.68,74.2,41.34,13.15,29.63,6.73,7.41,Normal
1115,2026-01-04 20:50:00,82.16,759.28,349.69,48.02,30.09,6.18,9.83,Caution
1386,2026-01-05 19:25:00,-30.96,18.03,6.3,87.95,32.95,9.31,2.85,Warning
782,2026-01-03 17:05:00,479.25,631.46,381.85,28.05,30.12,6.35,9.88,Caution
60,2026-01-01 04:55:00,252.95,233.95,127.22,6.22,28.05,7.36,7.54,Normal
412,2026-01-02 10:15:00,165.47,61.48,32.89,15.39,28.59,8.5,5.19,Normal
786,2026-01-03 17:25:00,93.57,46.75,27.38,25.9,30.87,8.66,9.68,Caution
742,2026-01-03 13:45:00,475.0,31.46,17.48,39.97,23.06,6.2,4.85,Caution
515,2026-01-02 18:50:00,256.86,279.65,126.8,13.22,28.66,8.32,7.51,Normal
765,2026-01-03 15:40:00,77.35,42.4,25.78,36.8,30.59,6.38,4.49,Caution
74,2026-01-01 06:05:00,262.05,188.39,86.36,15.36,25.12,6.88,8.71,Normal
783,2026-01-03 17:10:00,112.82,22.16,10.73,25.64,24.64,6.01,9.34,Caution
789,2026-01-03 17:40:00,103.16,578.67,354.5,28.87,30.92,6.06,9.17,Caution
1188,2026-01-05 02:55:00,492.92,855.18,502.38,39.9,24.36,6.12,4.02,Caution
1954,2026-01-07 18:45:00,-228.17,6.46,0.93,237.1,17.23,5.03,0.72,Severe
496,2026-01-02 17:15:00,312.95,89.3,43.5,11.58,25.7,6.61,6.97,Normal
163,2026-01-01 13:30:00,214.36,422.06,245.36,23.26,27.81,6.93,8.02,Normal
743,2026-01-03 13:50:00,71.6,24.38,21.8,37.74,30.39,8.85,9.44,Caution
1818,2026-01-07 07:25:00,694.63,2912.99,1666.2,306.75,36.15,10.21,1.65,Severe
448,2026-01-02 13:15:00,161.1,498.95,316.19,21.87,29.03,7.16,5.35,Normal
1264,2026-01-05 09:15:00,55.44,547.67,346.49,33.78,30.93,8.76,4.65,Caution
354,2026-01-02 05:25:00,242.93,70.55,32.8,19.89,28.25,7.79,6.08,Normal
924,2026-01-04 04:55:00,464.97,47.08,28.5,45.01,24.4,6.18,4.61,Caution
987,2026-01-04 10:10:00,433.08,779.75,412.49,39.82,31.64,6.16,9.86,Caution
1922,2026-01-07 16:05:00,852.3,3747.66,1782.85,597.02,19.41,5.21,1.68,Severe
2129,2026-01-08 09:20:00,-132.36,4399.0,2570.47,565.6,19.54,10.18,0.98,Severe
1620,2026-01-06 14:55:00,616.59,1346.07,717.13,85.76,20.34,9.33,10.42,Warning
46,2026-01-01 03:45:00,254.65,398.44,207.74,17.11,25.44,6.73,7.63,Normal
1812,2026-01-07 06:55:00,-138.0,3819.88,1746.53,330.88,36.62,10.12,1.62,Severe
295,2026-01-02 00:30:00,371.58,349.35,178.43,17.45,25.26,8.16,6.91,Normal
1617,2026-01-06 14:40:00,576.33,1880.41,867.07,122.18,20.6,5.83,10.03,Warning
1317,2026-01-05 13:40:00,-33.0,11.43,4.04,136.93,22.16,9.1,11.01,Warning
858,2026-01-03 23:25:00,471.55,567.1,323.43,25.24,24.86,6.08,9.83,Caution
437,2026-01-02 12:20:00,274.14,414.47,225.12,17.35,28.59,7.79,7.27,Normal
1963,2026-01-07 19:30:00,840.57,3535.05,2207.69,372.52,16.88,5.49,14.2,Severe
394,2026-01-02 08:45:00,185.64,371.72,225.59,15.42,29.91,7.12,8.86,Normal
652,2026-01-03 06:15:00,436.85,524.87,328.69,33.2,31.17,8.6,9.15,Caution
31,2026-01-01 02:30:00,282.69,322.71,180.73,21.83,28.98,8.16,5.93,Normal
1288,2026-01-05 11:15:00,74.59,626.6,365.22,27.73,23.98,8.88,4.18,Caution
870,2026-01-04 00:25:00,62.03,33.2,16.84,32.39,31.79,6.16,9.91,Caution
1613,2026-01-06 14:20:00,39.88,11.06,11.01,108.02,22.6,9.18,10.55,Warning
1787,2026-01-07 04:50:00,776.81,2601.08,1269.88,377.23,18.64,5.37,1.69,Severe
1629,2026-01-06 15:40:00,556.67,16.51,0.0,118.08,33.5,5.68,11.4,Warning
1777,2026-01-07 04:00:00,500.47,1584.2,912.61,102.65,32.14,5.99,11.75,Warning
345,2026-01-02 04:40:00,261.32,353.91,231.54,21.19,25.36,7.13,8.78,Normal
1757,2026-01-07 02:20:00,649.52,14.35,7.62,63.34,20.23,5.6,3.59,Warning
353,2026-01-02 05:20:00,205.49,253.05,158.61,12.11,29.06,6.94,7.95,Normal
92,2026-01-01 07:35:00,324.55,143.16,78.94,8.25,26.92,6.72,5.24,Normal
787,2026-01-03 17:30:00,144.21,778.98,430.29,36.89,31.65,6.3,9.35,Caution
1618,2026-01-06 14:45:00,557.23,13.5,15.04,100.49,33.86,5.9,11.61,Warning
1921,2026-01-07 16:00:00,-163.34,2550.28,1298.02,512.3,36.35,9.52,13.33,Severe
1308,2026-01-05 12:55:00,105.49,48.52,24.79,33.31,24.04,8.64,9.84,Caution
262,2026-01-01 21:45:00,209.62,386.2,232.31,4.14,27.47,6.58,5.5,Normal
1502,2026-01-06 05:05:00,548.61,13.21,14.38,137.77,21.56,9.11,10.17,Warning
1605,2026-01-06 13:40:00,-42.14,11.23,15.79,70.09,32.38,5.95,10.39,Warning
549,2026-01-02 21:40:00,267.08,317.99,166.99,23.06,25.1,7.99,6.09,Normal
1725,2026-01-06 23:40:00,25.48,10.66,9.75,100.88,21.6,5.61,10.03,Warning
1359,2026-01-05 17:10:00,-15.48,16.63,10.13,73.1,33.66,5.69,2.31,Warning
1691,2026-01-06 20:50:00,-19.18,1567.94,964.12,103.23,20.89,5.59,3.12,Warning
637,2026-01-03 05:00:00,359.17,127.29,73.64,15.69,26.44,6.83,7.04,Normal
2007,2026-01-07 23:10:00,818.82,8.3,9.32,401.66,34.76,10.27,14.49,Severe
301,2026-01-02 01:00:00,393.65,237.61,137.47,13.9,29.66,7.16,7.73,Normal
1830,2026-01-07 08:25:00,-117.09,3765.57,1973.93,366.76,35.36,4.71,1.19,Severe
926,2026-01-04 05:05:00,452.06,787.07,428.13,47.14,31.65,6.13,4.09,Caution
316,2026-01-02 02:15:00,309.8,360.72,225.09,1.4,28.16,8.16,7.48,Normal
1557,2026-01-06 09:40:00,562.16,1483.24,849.64,61.8,33.56,5.88,11.69,Warning
454,2026-01-02 13:45:00,353.96,129.41,71.52,2.24,26.38,7.57,5.12,Normal
176,2026-01-01 14:35:00,366.83,368.53,240.75,20.92,29.82,7.07,5.38,Normal
1310,2026-01-05 13:05:00,537.35,11.46,3.69,64.61,20.41,9.06,10.17,Warning
1615,2026-01-06 14:30:00,18.7,18.94,0.0,74.09,32.59,9.13,2.33,Warning
1833,2026-01-07 08:40:00,700.15,4464.36,2649.02,331.61,35.91,5.22,1.95,Severe
124,2026-01-01 10:15:00,337.71,407.14,250.27,6.09,28.97,7.18,7.49,Normal
1935,2026-01-07 17:10:00,-141.03,3259.77,1632.02,215.42,35.9,10.37,12.95,Severe
395,2026-01-02 08:50:00,396.65,352.39,220.81,18.06,25.38,6.88,7.42,Normal
846,2026-01-03 22:25:00,407.26,43.61,22.11,28.16,23.95,8.83,9.53,Caution
1299,2026-01-05 12:10:00,62.62,950.98,477.07,46.92,24.99,8.78,9.99,Caution
40,2026-01-01 03:15:00,321.44,183.59,124.93,23.77,26.64,7.23,6.52,Normal
463,2026-01-02 14:30:00,363.04,424.56,269.25,18.53,29.96,8.02,8.02,Normal
586,2026-01-03 00:45:00,394.38,249.96,130.26,9.22,27.62,7.46,8.1,Normal
648,2026-01-03 05:55:00,59.88,551.47,295.45,37.01,23.25,8.52,4.1,Caution
332,2026-01-02 03:35:00,248.52,160.69,97.23,12.8,29.2,6.95,6.59,Normal
195,2026-01-01 16:10:00,399.71,326.08,203.23,22.35,28.21,7.5,8.47,Normal
2049,2026-01-08 02:40:00,876.32,2.48,0.0,312.25,16.11,5.19,1.76,Severe
323,2026-01-02 02:50:00,250.59,395.45,237.83,22.44,25.83,7.17,6.8,Normal
267,2026-01-01 22:10:00,361.07,452.98,280.42,11.42,28.87,7.13,8.06,Normal
2084,2026-01-08 05:35:00,872.51,2735.7,1803.88,536.78,34.25,4.65,13.53,Severe
1126,2026-01-04 21:45:00,87.59,47.42,29.05,45.92,23.61,6.16,9.89,Caution
1402,2026-01-05 20:45:00,-29.42,18.28,9.02,65.32,22.66,9.21,2.07,Warning
880,2026-01-04 01:15:00,113.25,35.35,18.83,49.8,23.9,6.47,4.77,Caution
1614,2026-01-06 14:25:00,5.45,1215.11,744.21,142.65,21.41,9.31,2.51,Warning
1773,2026-01-07 03:40:00,543.86,13.26,0.1,51.66,33.62,9.07,11.76,Warning
2017,2026-01-08 00:00:00,-96.95,7.37,0.0,538.43,37.91,5.23,0.75,Severe
1092,2026-01-04 18:55:00,72.55,601.05,365.59,42.81,31.59,8.91,9.69,Caution
