created_at,DATE,entry_id,Temperature(C),Turbidity(NTU),Dissolved Oxygen(g/ml),PH,Ammonia(g/ml),Nitrate(g/ml),Fish_length(cm),Fish_weight(g)
2021-07-10 17:59:02 CET,10-07-2021,50799,24.875,96,12.492,7.43042,0.84832,145,13.7,30.3
2021-07-10 17:59:21 CET,10-07-2021,50800,24.875,96,15.746,7.43042,1.10458,145,13.7,30.3
2021-07-10 17:59:41 CET,10-07-2021,50801,24.875,96,20.15,7.41681,1.14302,137,13.7,30.3
2021-07-10 18:00:37 CET,10-07-2021,50802,24.8125,93,16.87,7.40773,1.11301,147,13.7,30.3
2021-07-10 18:00:57 CET,10-07-2021,50803,24.8125,95,17.267,7.43042,1.10879,144,13.7,30.3
2021-07-10 18:01:16 CET,10-07-2021,50804,24.8125,95,12.813,7.42134,1.12578,144,13.7,30.3
2021-07-10 18:01:36 CET,10-07-2021,50805,24.8125,97,13.751,7.41227,0.86147,144,13.7,30.3
2021-07-10 18:02:32 CET,10-07-2021,50806,24.875,94,14.69,7.45766,1.13007,145,13.7,30.3
2021-07-10 18:02:52 CET,10-07-2021,50807,24.875,95,14.546,7.43042,1.11301,146,13.7,30.3
2021-07-10 18:03:11 CET,10-07-2021,50808,24.8125,94,8.283,7.43042,1.09204,143,13.7,30.3
2021-07-10 18:03:31 CET,10-07-2021,50809,24.875,94,13.937,7.43042,1.10039,146,13.7,30.3
2021-07-10 18:03:50 CET,10-07-2021,50810,24.875,97,18.265,7.43042,0.85159,144,13.7,30.3
2021-07-10 18:04:10 CET,10-07-2021,50811,24.8125,97,20.665,7.39411,1.0879,130,13.7,30.3
2021-07-10 18:04:30 CET,10-07-2021,50812,24.8125,97,17.775,7.41227,1.10879,144,13.7,30.3
2021-07-10 18:04:49 CET,10-07-2021,50813,24.8125,96,13.692,7.42134,1.10458,151,13.7,30.3
2021-07-10 18:05:08 CET,10-07-2021,50814,24.8125,95,16.38,7.41227,1.0879,155,13.7,30.3
2021-07-10 18:05:28 CET,10-07-2021,50815,24.8125,96,18.468,7.4622,1.09621,156,13.7,30.3
2021-07-10 18:05:48 CET,10-07-2021,50816,24.875,96,15.67,7.42134,1.09621,163,13.7,30.3
2021-07-10 18:06:44 CET,10-07-2021,50817,24.8125,94,16.346,7.41681,1.10879,167,13.7,30.3
2021-07-10 18:07:04 CET,10-07-2021,50818,24.8125,96,22.161,7.41227,1.09621,162,13.7,30.3
2021-07-10 18:07:23 CET,10-07-2021,50819,24.875,95,13.075,7.42134,1.11301,139,13.7,30.3
2021-07-10 18:07:43 CET,10-07-2021,50820,24.8125,96,12.551,7.40773,1.12151,156,13.7,30.3
2021-07-10 18:08:02 CET,10-07-2021,50821,24.8125,96,18.797,7.41227,1.09621,140,13.7,30.3
2021-07-10 18:08:22 CET,10-07-2021,50822,24.8125,97,16.938,7.41681,1.12578,154,13.7,30.3
2021-07-10 18:08:41 CET,10-07-2021,50823,24.875,96,21.071,7.41227,1.09621,160,13.7,30.3
2021-07-10 18:09:01 CET,10-07-2021,50824,24.8125,96,20.175,7.43042,1.12578,139,13.7,30.3
2021-07-10 18:09:20 CET,10-07-2021,50825,24.875,95,19.761,7.46674,1.11301,135,13.7,30.3
2021-07-10 18:09:40 CET,10-07-2021,50826,24.8125,95,11.723,7.42588,1.13007,158,13.7,30.3
2021-07-10 18:09:59 CET,10-07-2021,50827,24.875,95,13.439,7.42588,1.09621,139,13.7,30.3
2021-07-10 18:10:19 CET,10-07-2021,50828,24.8125,96,15.07,7.43042,1.07964,154,13.7,30.3
2021-07-10 18:10:39 CET,10-07-2021,50829,24.8125,95,14.343,7.45312,1.06332,160,13.7,30.3
2021-07-10 18:10:58 CET,10-07-2021,50830,24.8125,92,18.003,7.42134,1.08376,154,13.7,30.3
2021-07-10 18:11:18 CET,10-07-2021,50831,24.8125,95,17.732,7.41681,1.15174,155,13.7,30.3
2021-07-10 18:11:37 CET,10-07-2021,50832,24.8125,95,17.005,7.41681,1.15612,159,13.7,30.3
2021-07-10 18:11:57 CET,10-07-2021,50833,24.8125,93,11.731,7.47128,1.14737,155,13.7,30.3
2021-07-10 18:12:17 CET,10-07-2021,50834,24.8125,96,24.257,7.41681,1.13007,149,13.7,30.3
2021-07-10 18:12:36 CET,10-07-2021,50835,24.8125,95,15.628,7.42134,1.13869,158,13.7,30.3
2021-07-10 18:13:33 CET,10-07-2021,50836,24.875,93,21.316,7.42588,1.12151,153,13.7,30.3
2021-07-10 18:13:52 CET,10-07-2021,50837,24.8125,93,17.961,7.43042,1.13437,154,13.7,30.3
2021-07-10 18:14:12 CET,10-07-2021,50838,24.8125,96,16.659,7.41681,1.13869,158,13.7,30.3
2021-07-10 18:14:31 CET,10-07-2021,50839,24.875,95,13.92,7.42134,1.16052,155,13.7,30.3
2021-07-10 18:15:28 CET,10-07-2021,50840,24.8125,93,10.886,7.41227,0.9338,155,13.7,30.3
2021-07-10 18:15:47 CET,10-07-2021,50841,24.8125,95,16.904,7.41681,1.17381,144,13.7,30.3
2021-07-10 18:17:21 CET,10-07-2021,50842,24.8125,94,20.302,7.42588,1.19628,165,13.7,30.3
2021-07-10 18:17:40 CET,10-07-2021,50843,24.8125,96,9.593,7.43042,0.93738,161,13.7,30.3
2021-07-10 18:18:00 CET,10-07-2021,50844,24.8125,96,13.608,7.41681,1.13007,157,13.7,30.3
2021-07-10 18:18:19 CET,10-07-2021,50845,24.8125,96,9.889,7.40773,1.14737,159,13.7,30.3
2021-07-10 18:18:39 CET,10-07-2021,50846,24.8125,96,14.03,7.43042,1.12151,158,13.7,30.3
2021-07-10 18:18:58 CET,10-07-2021,50847,24.8125,92,12.272,7.41681,0.82894,157,13.7,30.3
2021-07-10 18:19:17 CET,10-07-2021,50848,24.875,95,12.052,7.43496,1.04723,161,13.7,30.3
2021-07-10 18:19:37 CET,10-07-2021,50849,24.8125,96,14.529,7.41227,0.91256,144,13.7,30.3
2021-07-10 18:19:56 CET,10-07-2021,50850,24.875,96,15.678,7.45312,1.01576,165,13.7,30.3
2021-07-10 18:20:16 CET,10-07-2021,50851,24.8125,96,7.691,7.43496,1.01576,164,13.7,30.3
2021-07-10 18:20:35 CET,10-07-2021,50852,24.875,96,10.066,7.40319,0.91959,164,13.7,30.3
2021-07-10 18:20:55 CET,10-07-2021,50853,24.8125,97,8.562,7.41227,1.00036,157,13.7,30.3
2021-07-10 18:21:15 CET,10-07-2021,50854,24.875,96,13.701,7.41227,1.01964,144,13.7,30.3
2021-07-10 18:21:34 CET,10-07-2021,50855,24.8125,96,11.08,7.42134,1.01576,167,13.7,30.3
2021-07-10 18:21:53 CET,10-07-2021,50856,24.8125,96,12.619,7.41681,0.75848,147,13.7,30.3
2021-07-10 18:22:13 CET,10-07-2021,50857,24.875,97,18.104,7.41681,1.00803,168,13.7,30.3
2021-07-10 18:22:32 CET,10-07-2021,50858,24.875,96,12.847,7.42134,1.00036,143,13.7,30.3
2021-07-10 18:22:52 CET,10-07-2021,50859,24.8125,94,22.559,7.42588,1.01576,163,13.7,30.3
2021-07-10 18:23:12 CET,10-07-2021,50860,24.8125,94,8.367,7.41227,1.01189,171,13.7,30.3
2021-07-10 18:23:31 CET,10-07-2021,50861,24.75,96,21.096,7.42134,0.96284,167,13.7,30.3
2021-07-10 18:23:50 CET,10-07-2021,50862,24.8125,96,12.678,7.43496,0.97768,176,13.7,30.3
2021-07-10 18:24:10 CET,10-07-2021,50863,24.8125,96,15.323,7.42134,0.99655,202,13.7,30.3
2021-07-10 18:24:29 CET,10-07-2021,50864,24.8125,96,13.32,7.4395,0.96653,179,13.7,30.3
2021-07-10 18:24:49 CET,10-07-2021,50865,24.875,97,15.831,7.42134,0.97768,169,13.7,30.3
2021-07-10 18:25:09 CET,10-07-2021,50866,24.8125,96,17.166,7.41681,1.01576,153,13.7,30.3
2021-07-10 18:25:28 CET,10-07-2021,50867,24.8125,97,19.643,7.41681,1.01576,166,13.7,30.3
2021-07-10 18:25:48 CET,10-07-2021,50868,24.75,97,17.859,7.39865,1.00036,171,13.7,30.3
2021-07-10 18:26:07 CET,10-07-2021,50869,24.8125,96,16.515,7.42588,0.9338,148,13.7,30.3
2021-07-10 18:26:27 CET,10-07-2021,50870,24.8125,97,15.763,7.41227,0.80375,170,13.7,30.3
2021-07-10 18:26:46 CET,10-07-2021,50871,24.8125,94,13.422,7.41227,0.7945,172,13.7,30.3
2021-07-10 18:27:06 CET,10-07-2021,50872,24.8125,97,15.188,7.42134,0.79757,174,13.7,30.3
2021-07-10 18:27:25 CET,10-07-2021,50873,24.8125,97,13.92,7.42134,0.78838,145,13.7,30.3
2021-07-10 18:27:45 CET,10-07-2021,50874,24.8125,96,11.875,7.43042,0.77031,176,13.7,30.3
2021-07-10 18:28:04 CET,10-07-2021,50875,24.8125,96,22.795,7.38957,0.79757,176,13.7,30.3
2021-07-10 18:28:24 CET,10-07-2021,50876,24.8125,97,14.436,7.41681,0.82575,172,13.7,30.3
2021-07-10 18:28:43 CET,10-07-2021,50877,24.8125,96,11.934,7.41681,0.86812,174,13.7,30.3
2021-07-10 18:29:03 CET,10-07-2021,50878,24.875,96,14.385,7.43042,0.90559,176,13.7,30.3
2021-07-10 18:29:23 CET,10-07-2021,50879,24.8125,95,15.281,7.47582,0.91959,154,13.7,30.3
2021-07-10 18:29:42 CET,10-07-2021,50880,24.8125,94,12.534,7.47128,0.92667,176,13.7,30.3
2021-07-10 18:30:02 CET,10-07-2021,50881,24.875,97,19.431,7.42134,0.97024,173,13.7,30.3
2021-07-10 18:30:21 CET,10-07-2021,50882,24.8125,94,16.473,7.42134,0.95916,174,13.7,30.3
2021-07-10 18:30:40 CET,10-07-2021,50883,24.875,96,14.056,7.42134,0.97024,171,13.7,30.3
2021-07-10 18:31:00 CET,10-07-2021,50884,24.8125,97,9.965,7.41681,0.96653,169,13.7,30.3
2021-07-10 18:31:20 CET,10-07-2021,50885,24.8125,97,18.518,7.41681,0.72401,170,13.7,30.3
2021-07-10 18:31:39 CET,10-07-2021,50886,24.8125,94,11.216,7.41681,0.98143,169,13.7,30.3
2021-07-10 18:31:59 CET,10-07-2021,50887,24.8125,97,13.98,7.4622,0.96284,144,13.7,30.3
2021-07-10 18:32:18 CET,10-07-2021,50888,24.8125,97,16.862,7.41227,0.98519,166,13.7,30.3
2021-07-10 18:32:38 CET,10-07-2021,50889,24.8125,97,15.011,7.41681,0.98143,160,13.7,30.3
2021-07-10 18:32:57 CET,10-07-2021,50890,24.8125,97,16.507,7.43042,0.97024,163,13.7,30.3
2021-07-10 18:33:17 CET,10-07-2021,50891,24.8125,97,39.522,7.41681,0.96284,157,13.7,30.3
2021-07-10 18:33:36 CET,10-07-2021,50892,24.8125,97,39.565,7.41227,0.98143,163,13.7,30.3
2021-07-10 18:33:56 CET,10-07-2021,50893,24.8125,94,8.342,7.46674,1.00036,165,13.7,30.3
2021-07-10 18:34:15 CET,10-07-2021,50894,24.875,96,26.59,7.41227,0.7945,167,13.7,30.3
2021-07-10 18:34:35 CET,10-07-2021,50895,24.8125,97,16.676,7.46674,1.00803,165,13.7,30.3
2021-07-10 18:34:54 CET,10-07-2021,50896,24.8125,97,39.488,7.41681,1.03138,170,13.7,30.3
2021-07-10 18:35:14 CET,10-07-2021,50897,24.8125,96,12.382,7.4395,1.01576,164,13.7,30.3
2021-07-10 18:35:33 CET,10-07-2021,50898,24.8125,96,12.703,7.41227,0.99275,167,13.7,30.3
2021-07-10 18:35:53 CET,10-07-2021,50899,24.8125,94,39.463,7.42588,0.97024,163,13.7,30.3
2021-07-10 18:36:13 CET,10-07-2021,50900,24.8125,96,40.934,7.42134,0.98519,167,13.7,30.3
2021-07-10 18:36:32 CET,10-07-2021,50901,24.8125,94,9.227,7.43042,0.78534,161,13.7,30.3
2021-07-10 18:36:52 CET,10-07-2021,50902,24.75,95,12.762,7.43042,1.01189,161,13.7,30.3
2021-07-10 18:37:11 CET,10-07-2021,50903,24.8125,97,39.522,7.41227,0.99275,162,13.7,30.3
2021-07-10 18:37:31 CET,10-07-2021,50904,24.8125,97,9.227,7.43496,0.96653,162,13.7,30.3
2021-07-10 18:37:51 CET,10-07-2021,50905,24.8125,97,11.207,7.41681,0.96284,148,13.7,30.3
2021-07-10 18:38:10 CET,10-07-2021,50906,24.8125,97,17.428,7.43042,0.7212,159,13.7,30.3
2021-07-10 18:38:30 CET,10-07-2021,50907,24.8125,97,8.249,7.41227,0.96653,133,13.7,30.3
2021-07-10 18:38:49 CET,10-07-2021,50908,24.75,97,9.227,7.41681,0.97024,159,13.7,30.3
2021-07-10 18:39:09 CET,10-07-2021,50909,24.8125,96,25.99,7.41681,0.96653,158,13.7,30.3
2021-07-10 18:39:29 CET,10-07-2021,50910,24.8125,97,8.528,7.43496,0.95185,140,13.7,30.3
2021-07-10 18:39:48 CET,10-07-2021,50911,24.8125,96,17.859,7.43496,0.9555,161,13.7,30.3
2021-07-10 18:40:08 CET,10-07-2021,50912,24.8125,97,39.48,7.4395,0.93738,141,13.7,30.3
2021-07-10 18:40:27 CET,10-07-2021,50913,24.8125,97,39.488,7.41227,0.94098,149,13.7,30.3
2021-07-10 18:40:47 CET,10-07-2021,50914,24.8125,97,9.227,7.41681,0.90559,158,13.7,30.3
2021-07-10 18:41:43 CET,10-07-2021,50915,24.8125,94,8.634,7.47128,0.88497,166,13.7,30.3
2021-07-10 18:42:02 CET,10-07-2021,50916,24.8125,97,8.458,7.41227,0.86147,163,13.7,30.3
2021-07-10 18:42:22 CET,10-07-2021,50917,24.8125,96,39.522,7.41681,0.86479,163,13.7,30.3
2021-07-10 18:42:41 CET,10-07-2021,50918,24.8125,95,40.849,7.47582,0.88497,167,13.7,30.3
2021-07-10 18:43:01 CET,10-07-2021,50919,24.8125,94,19.49,7.42134,0.89179,170,13.7,30.3
2021-07-10 18:43:21 CET,10-07-2021,50920,24.8125,95,41.001,7.42588,0.90212,171,13.7,30.3
2021-07-10 18:43:40 CET,10-07-2021,50921,24.8125,94,28.315,7.41681,0.86479,173,13.7,30.3
2021-07-10 18:44:00 CET,10-07-2021,50922,24.8125,97,39.514,7.43042,0.85816,150,13.7,30.3
2021-07-10 18:44:19 CET,10-07-2021,50923,24.8125,97,9.227,7.42134,0.87147,150,13.7,30.3
2021-07-10 18:44:39 CET,10-07-2021,50924,24.8125,94,8.634,7.4849,0.85816,174,13.7,30.3
2021-07-10 18:44:58 CET,10-07-2021,50925,24.875,94,9.694,7.41681,0.64924,145,13.7,30.3
2021-07-10 18:45:18 CET,10-07-2021,50926,24.8125,96,2.29,7.43042,0.85816,148,13.7,30.3
2021-07-10 18:45:37 CET,10-07-2021,50927,24.8125,97,15.256,7.42134,0.87819,159,13.7,30.3
2021-07-10 18:45:57 CET,10-07-2021,50928,24.8125,97,12.365,7.42134,0.87482,162,13.7,30.3
2021-07-10 18:46:16 CET,10-07-2021,50929,24.8125,96,9.227,7.41227,0.86812,146,13.7,30.3
2021-07-10 18:46:36 CET,10-07-2021,50930,24.8125,97,39.556,7.43496,0.6342,175,13.7,30.3
2021-07-10 18:46:56 CET,10-07-2021,50931,24.8125,94,9.187,7.43042,0.86479,174,13.7,30.3
2021-07-10 18:47:15 CET,10-07-2021,50932,24.8125,95,22.449,7.43042,0.89522,149,13.7,30.3
2021-07-10 18:47:35 CET,10-07-2021,50933,24.8125,96,39.193,7.43042,0.89866,157,13.7,30.3
2021-07-10 18:47:54 CET,10-07-2021,50934,24.8125,96,11.723,7.38957,0.86479,158,13.7,30.3
2021-07-10 18:48:14 CET,10-07-2021,50935,24.8125,95,10.523,7.43042,0.92312,176,13.7,30.3
2021-07-10 18:48:33 CET,10-07-2021,50936,24.8125,97,39.387,7.42134,0.87819,176,13.7,30.3
2021-07-10 18:48:52 CET,10-07-2021,50937,24.8125,96,9.227,7.43042,0.85487,176,13.7,30.3
2021-07-10 18:49:13 CET,10-07-2021,50938,24.875,96,39.531,7.41227,0.85159,151,13.7,30.3
2021-07-10 18:49:32 CET,10-07-2021,50939,24.8125,97,14.833,7.43042,0.87819,162,13.7,30.3
2021-07-10 18:49:52 CET,10-07-2021,50940,24.8125,94,12.12,7.47582,0.91256,176,13.7,30.3
2021-07-10 18:50:11 CET,10-07-2021,50941,24.8125,97,9.227,7.43042,0.9555,169,13.7,30.3
2021-07-10 18:50:31 CET,10-07-2021,50942,24.8125,96,6.643,7.41227,0.71285,154,13.7,30.3
2021-07-10 18:51:27 CET,10-07-2021,50943,24.8125,94,9.227,7.43496,0.91256,176,13.7,30.3
2021-07-10 18:51:47 CET,10-07-2021,50944,24.8125,97,39.319,7.41681,0.64924,155,13.7,30.3
2021-07-10 18:52:06 CET,10-07-2021,50945,24.8125,96,8.435,7.41681,0.78838,157,13.7,30.3
2021-07-10 18:52:26 CET,10-07-2021,50946,24.8125,95,8.714,7.43496,0.90212,154,13.7,30.3
2021-07-10 18:52:45 CET,10-07-2021,50947,24.8125,97,9.227,7.4395,0.91607,176,13.7,30.3
2021-07-10 18:53:05 CET,10-07-2021,50948,24.8125,94,39.37,7.39411,0.94098,186,13.7,30.3
2021-07-10 18:53:24 CET,10-07-2021,50949,24.8125,97,18.425,7.48944,0.90559,176,13.7,30.3
2021-07-10 18:53:44 CET,10-07-2021,50950,24.8125,97,29.701,7.43042,0.91256,177,13.7,30.3
2021-07-10 18:54:03 CET,10-07-2021,50951,24.8125,97,39.531,7.41681,0.91256,162,13.7,30.3
2021-07-10 18:54:23 CET,10-07-2021,50952,24.8125,97,11.334,7.43496,0.91256,154,13.7,30.3
2021-07-10 18:54:42 CET,10-07-2021,50953,24.8125,94,39.607,7.4849,0.89866,178,13.7,30.3
2021-07-10 18:55:39 CET,10-07-2021,50954,24.75,94,32.524,7.43042,0.90559,176,13.7,30.3
2021-07-10 18:55:58 CET,10-07-2021,50955,24.8125,96,2.087,7.42134,0.81625,155,13.7,30.3
2021-07-10 18:56:18 CET,10-07-2021,50956,24.8125,97,9.227,7.43496,0.90212,178,13.7,30.3
2021-07-10 18:56:37 CET,10-07-2021,50957,24.75,97,8.634,7.41681,0.91256,147,13.7,30.3
2021-07-10 18:56:57 CET,10-07-2021,50958,24.8125,96,7.471,7.41227,0.90212,176,13.7,30.3
2021-07-10 18:57:17 CET,10-07-2021,50959,24.8125,94,17.673,7.47128,0.89179,176,13.7,30.3
2021-07-10 18:57:36 CET,10-07-2021,50960,24.75,96,14.529,7.42134,0.84506,175,13.7,30.3
2021-07-10 18:57:56 CET,10-07-2021,50961,24.8125,97,9.227,7.42134,0.83857,149,13.7,30.3
2021-07-10 18:58:16 CET,10-07-2021,50962,24.8125,97,39.488,7.42134,0.83214,153,13.7,30.3
2021-07-10 18:58:35 CET,10-07-2021,50963,24.8125,96,8.097,7.43042,0.84181,176,13.7,30.3
2021-07-10 18:58:55 CET,10-07-2021,50964,24.75,96,9.227,7.41681,0.84181,153,13.7,30.3
2021-07-10 18:59:15 CET,10-07-2021,50965,24.8125,96,24.925,7.42134,0.84181,154,13.7,30.3
2021-07-10 18:59:34 CET,10-07-2021,50966,24.8125,96,39.522,7.4395,0.81311,153,13.7,30.3
2021-07-10 18:59:54 CET,10-07-2021,50967,24.75,93,14.622,7.41227,0.84181,181,13.7,30.3
2021-07-10 19:00:14 CET,10-07-2021,50968,24.8125,94,39.573,7.41227,0.85159,176,13.7,30.3
2021-07-10 19:00:34 CET,10-07-2021,50969,24.8125,96,39.294,7.42134,0.86147,178,13.7,30.3
2021-07-10 19:00:53 CET,10-07-2021,50970,24.8125,96,9.227,7.43496,0.89866,154,13.7,30.3
2021-07-10 19:01:14 CET,10-07-2021,50971,24.75,96,8.634,7.4395,0.89866,160,13.7,30.3
2021-07-10 19:01:34 CET,10-07-2021,50972,24.75,97,8.458,7.4395,0.90212,176,13.7,30.3
2021-07-10 19:01:53 CET,10-07-2021,50973,24.75,96,17.335,7.43042,0.90212,159,13.7,30.3
2021-07-10 19:02:13 CET,10-07-2021,50974,24.8125,96,6.077,7.42134,0.92312,163,13.7,30.3
2021-07-10 19:02:33 CET,10-07-2021,50975,24.8125,94,34.51,7.40773,0.90212,178,13.7,30.3
2021-07-10 19:02:53 CET,10-07-2021,50976,24.8125,95,9.584,7.43496,0.90559,160,13.7,30.3
2021-07-10 19:03:13 CET,10-07-2021,50977,24.8125,96,39.446,7.42134,0.89866,159,13.7,30.3
2021-07-10 19:03:32 CET,10-07-2021,50978,24.8125,96,24.055,7.47128,0.85816,158,13.7,30.3
2021-07-10 19:03:52 CET,10-07-2021,50979,24.8125,96,9.227,7.43042,0.86479,176,13.7,30.3
2021-07-10 19:04:12 CET,10-07-2021,50980,24.8125,95,8.634,7.42588,0.89866,155,13.7,30.3
2021-07-10 19:04:31 CET,10-07-2021,50981,24.8125,96,16.16,7.43496,0.91959,172,13.7,30.3
2021-07-10 19:04:51 CET,10-07-2021,50982,24.8125,96,9.227,7.41681,0.88497,171,13.7,30.3
2021-07-10 19:05:10 CET,10-07-2021,50983,24.8125,96,22.102,7.42134,0.92667,146,13.7,30.3
2021-07-10 19:05:30 CET,10-07-2021,50984,24.8125,97,11.419,7.4395,0.87147,161,13.7,30.3
2021-07-10 19:05:49 CET,10-07-2021,50985,24.75,97,13.565,7.41681,0.83857,160,13.7,30.3
2021-07-10 19:06:46 CET,10-07-2021,50986,24.8125,94,7.97,7.42134,0.84506,185,13.7,30.3
2021-07-10 19:07:05 CET,10-07-2021,50987,24.8125,97,23.48,7.41681,0.89522,146,13.7,30.3
2021-07-10 19:07:25 CET,10-07-2021,50988,24.8125,96,9.889,7.45766,0.84181,185,13.7,30.3
2021-07-10 19:07:45 CET,10-07-2021,50989,24.8125,96,16.507,7.43042,0.77031,181,13.7,30.3
2021-07-10 19:08:04 CET,10-07-2021,50990,24.8125,97,9.227,7.42588,0.85487,162,13.7,30.3
2021-07-10 19:08:24 CET,10-07-2021,50991,24.8125,97,14.106,7.42134,0.83857,159,13.7,30.3
2021-07-10 19:08:43 CET,10-07-2021,50992,24.8125,93,10.066,7.41681,0.79757,185,13.7,30.3
2021-07-10 19:09:03 CET,10-07-2021,50993,24.8125,94,9.227,7.42134,0.62435,182,13.7,30.3
2021-07-10 19:09:23 CET,10-07-2021,50994,24.8125,97,39.488,7.42134,0.84506,159,13.7,30.3
2021-07-10 19:09:43 CET,10-07-2021,50995,24.8125,97,17.546,7.43042,0.88497,178,13.7,30.3
2021-07-10 19:10:03 CET,10-07-2021,50996,24.8125,97,25.001,7.41227,0.90212,171,13.7,30.3
2021-07-10 19:10:22 CET,10-07-2021,50997,24.8125,96,17.918,7.41681,0.90907,155,13.7,30.3
2021-07-10 19:10:42 CET,10-07-2021,50998,24.8125,97,9.227,7.42134,0.95916,158,13.7,30.3
2021-07-10 19:11:01 CET,10-07-2021,50999,24.8125,96,15.011,7.41227,0.97024,175,13.7,30.3
2021-07-10 19:11:21 CET,10-07-2021,51000,24.8125,94,37.477,7.44858,1.00036,176,13.7,30.3
2021-07-10 19:11:40 CET,10-07-2021,51001,24.8125,96,16.65,7.42134,1.01964,157,13.7,30.3
2021-07-10 19:12:00 CET,10-07-2021,51002,24.8125,97,7.412,7.41227,1.07145,151,13.7,30.3
2021-07-10 19:12:19 CET,10-07-2021,51003,24.75,97,7.852,7.43042,1.04723,171,13.7,30.3
2021-07-10 19:12:58 CET,10-07-2021,51005,24.8125,94,13.937,7.4849,1.10039,154,13.7,30.3
2021-07-10 19:13:38 CET,10-07-2021,51007,24.8125,97,37.147,7.41681,1.12151,149,13.7,30.3
2021-07-10 19:13:57 CET,10-07-2021,51008,24.8125,94,22.618,7.40319,1.11301,176,13.7,30.3
2021-07-10 19:15:13 CET,10-07-2021,51010,24.8125,93,29.126,7.42134,1.11301,180,13.7,30.3
2021-07-10 19:15:33 CET,10-07-2021,51011,24.8125,96,12.965,7.43042,0.86479,178,13.7,30.3
2021-07-10 19:16:49 CET,10-07-2021,51013,24.8125,94,29.887,7.41681,1.13869,183,13.7,30.3
2021-07-10 19:17:08 CET,10-07-2021,51014,24.75,96,18.29,7.43042,1.11301,162,13.7,30.3
2021-07-10 19:17:28 CET,10-07-2021,51015,24.8125,96,6.491,7.42134,1.09621,181,13.7,30.3
2021-07-10 19:17:48 CET,10-07-2021,51016,24.8125,97,14.419,7.4849,1.08376,165,13.7,30.3
2021-07-10 19:18:07 CET,10-07-2021,51017,24.75,96,40.976,7.43042,0.85816,182,13.7,30.3
2021-07-10 19:18:27 CET,10-07-2021,51018,24.8125,95,16.938,7.4395,1.10458,178,13.7,30.3
2021-07-10 19:18:46 CET,10-07-2021,51019,24.75,97,10.252,7.43042,1.13007,183,13.7,30.3
2021-07-10 19:19:06 CET,10-07-2021,51020,24.75,94,28.382,7.43042,1.15174,181,13.7,30.3
2021-07-10 19:19:45 CET,10-07-2021,51022,24.75,94,19.643,7.47128,1.19175,187,13.7,30.3
2021-07-10 19:20:05 CET,10-07-2021,51023,24.8125,96,41.154,7.41681,0.89866,186,13.7,30.3
2021-07-10 19:20:24 CET,10-07-2021,51024,24.8125,99,18.654,7.52121,1.14737,127,13.7,30.3
2021-07-10 19:21:03 CET,10-07-2021,51026,24.8125,99,8.088,7.4622,0.90212,177,13.7,30.3
2021-07-10 19:21:42 CET,10-07-2021,51028,24.8125,98,22.288,7.47128,1.31006,210,13.7,30.3
2021-07-10 19:22:02 CET,10-07-2021,51029,24.8125,99,16.397,7.45312,1.34517,201,13.7,30.3
2021-07-10 19:22:21 CET,10-07-2021,51030,24.75,99,40.815,7.45312,1.07964,214,13.7,30.3
2021-07-10 19:23:00 CET,10-07-2021,51032,24.75,98,14.03,7.44858,1.46704,239,13.7,30.3
2021-07-10 19:23:20 CET,10-07-2021,51033,24.8125,98,39.674,7.43042,1.09621,208,13.7,30.3
2021-07-10 19:23:39 CET,10-07-2021,51034,24.8125,95,4.192,7.41681,1.43967,192,13.7,30.3
2021-07-10 19:23:59 CET,10-07-2021,51035,24.75,97,7.099,7.42134,1.41813,206,13.7,30.3
2021-07-10 19:24:18 CET,10-07-2021,51036,24.8125,96,39.624,7.43042,1.42886,176,13.7,30.3
2021-07-10 19:24:38 CET,10-07-2021,51037,24.8125,96,39.615,7.43042,1.40748,174,13.7,30.3
2021-07-10 19:24:57 CET,10-07-2021,51038,24.75,97,6.094,7.43042,1.09204,170,13.7,30.3
2021-07-10 19:25:17 CET,10-07-2021,51039,24.75,97,13.853,7.43042,1.41813,175,13.7,30.3
2021-07-10 19:26:13 CET,10-07-2021,51040,24.8125,94,39.024,7.43042,1.43426,189,13.7,30.3
2021-07-10 19:26:34 CET,10-07-2021,51041,24.8125,97,13.236,7.43496,1.10458,185,13.7,30.3
2021-07-10 19:26:53 CET,10-07-2021,51042,24.75,96,27.748,7.43042,1.46704,164,13.7,30.3
2021-07-10 19:27:13 CET,10-07-2021,51043,24.8125,97,10.37,7.42134,1.46153,165,13.7,30.3
2021-07-10 19:27:52 CET,10-07-2021,51045,24.8125,97,7.581,7.43042,1.46704,182,13.7,30.3
2021-07-10 19:28:11 CET,10-07-2021,51046,24.75,97,9.441,7.43042,1.52331,176,13.7,30.3
2021-07-10 19:28:31 CET,10-07-2021,51047,24.75,97,9.043,7.43042,1.55806,176,13.7,30.3
2021-07-10 19:28:51 CET,10-07-2021,51048,24.75,97,8.748,7.41681,1.53481,154,13.7,30.3
2021-07-10 19:29:10 CET,10-07-2021,51049,24.8125,96,39.497,7.43042,1.55222,161,13.7,30.3
2021-07-10 19:29:30 CET,10-07-2021,51050,24.75,96,40.925,7.43042,1.59959,176,13.7,30.3
2021-07-10 19:29:49 CET,10-07-2021,51051,24.75,97,17.005,7.41681,1.18275,154,13.7,30.3
2021-07-10 19:30:08 CET,10-07-2021,51052,24.8125,96,34.772,7.43042,1.59959,151,13.7,30.3
